"timestamp","host","content_type","http_authorization","http_user_agent","remote_addr","request","request_body","request_method","request_time","response_status","message"
"2021-04-28T22:34:53.975Z","3.208.148.212",,,"Go-http-client/1.1","1.55.250.226","GET /js/controller/CustomerController.js HTTP/1.1",,"GET","0.001","200","GET /js/controller/CustomerController.js HTTP/1.1"
"2021-04-28T22:36:43.975Z","3.208.148.212",,,"Go-http-client/1.1","1.55.250.226","GET /rest/books HTTP/1.1",,"GET","0.002","200","GET /rest/books HTTP/1.1"
"2021-04-28T22:34:53.976Z","3.208.148.212",,,"Go-http-client/1.1","1.55.250.226","GET /rest/books HTTP/1.1",,"GET","0.001","200","GET /rest/books HTTP/1.1"
"2021-04-28T22:34:53.976Z","3.208.148.212",,,"Go-http-client/1.1","1.55.250.226","GET /js/controller/CustomerController.js HTTP/1.1",,"GET","0.001","200","GET /js/controller/CustomerController.js HTTP/1.1"
"2021-04-28T22:34:53.976Z","3.208.148.212",,,"Go-http-client/1.1","1.55.250.226","GET /js/controller/CustomerController.js HTTP/1.1",,"GET","0.001","200","GET /js/controller/CustomerController.js HTTP/1.1"
"2021-04-28T22:34:53.976Z","3.208.148.212",,,"Go-http-client/1.1","1.55.250.226","GET /js/controller/HomeController.js HTTP/1.1",,"GET","0.001","200","GET /js/controller/HomeController.js HTTP/1.1"
"2021-04-28T22:34:53.976Z","3.208.148.212",,,"Go-http-client/1.1","1.55.250.226","GET /js/controller/CustomerController.js HTTP/1.1",,"GET","0.0","200","GET /js/controller/CustomerController.js HTTP/1.1"
"2021-04-28T22:34:53.976Z","3.208.148.212",,,"Go-http-client/1.1","1.55.250.226","GET /rest/books HTTP/1.1",,"GET","0.001","200","GET /rest/books HTTP/1.1"
"2021-04-28T22:34:53.976Z","3.208.148.212",,,"Go-http-client/1.1","1.55.250.226","GET /js/controller/CustomerController.js HTTP/1.1",,"GET","0.001","200","GET /js/controller/CustomerController.js HTTP/1.1"
"2021-04-28T22:34:53.976Z","3.208.148.212",,,"Go-http-client/1.1","1.55.250.226","GET /views/books.html HTTP/1.1",,"GET","0.0","200","GET /views/books.html HTTP/1.1"
"2021-04-28T22:34:53.976Z","3.208.148.212",,,"Go-http-client/1.1","1.55.250.226","GET /favicon.ico HTTP/1.1",,"GET","0.001","200","GET /favicon.ico HTTP/1.1"
"2021-04-28T22:34:38.975Z","3.208.148.212",,,"Go-http-client/1.1","1.55.250.226","GET /views/customer.html HTTP/1.1",,"GET","0.001","200","GET /views/customer.html HTTP/1.1"
"2021-04-28T22:34:15.975Z","3.208.148.212",,,"Go-http-client/1.1","1.55.250.226","GET /rest/books/2 HTTP/1.1",,"GET","0.001","200","GET /rest/books/2 HTTP/1.1"
"2021-04-28T22:34:36.975Z","3.208.148.212",,,"Go-http-client/1.1","1.55.250.226","GET /rest/books HTTP/1.1",,"GET","0.002","200","GET /rest/books HTTP/1.1"
"2021-04-28T22:34:54.975Z","3.208.148.212",,,"Go-http-client/1.1","1.55.250.226","GET /js/controller/BookController.js HTTP/1.1",,"GET","0.0","200","GET /js/controller/BookController.js HTTP/1.1"
"2021-04-28T22:34:54.975Z","3.208.148.212",,,"Go-http-client/1.1","1.55.250.226","GET /js/app.js HTTP/1.1",,"GET","0.001","200","GET /js/app.js HTTP/1.1"
"2021-04-28T22:35:48.975Z","3.208.148.212",,,"Go-http-client/1.1","1.55.250.226","DELETE /rest/books/17 HTTP/1.1",,"DELETE","0.004","500","DELETE /rest/books/17 HTTP/1.1"
"2021-04-28T22:35:48.975Z","3.208.148.212",,,"Go-http-client/1.1","1.55.250.226","DELETE /rest/books/17 HTTP/1.1",,"DELETE","0.005","500","DELETE /rest/books/17 HTTP/1.1"
"2021-04-28T22:35:42.975Z","3.208.148.212",,,"Go-http-client/1.1","1.55.250.226","DELETE /rest/books/17 HTTP/1.1",,"DELETE","0.006","500","DELETE /rest/books/17 HTTP/1.1"
"2021-04-28T22:35:44.975Z","3.208.148.212",,,"Go-http-client/1.1","1.55.250.226","DELETE /rest/books/17 HTTP/1.1",,"DELETE","0.005","500","DELETE /rest/books/17 HTTP/1.1"
"2021-04-28T22:35:57.975Z","3.208.148.212",,,"Go-http-client/1.1","1.55.250.226","DELETE /rest/books/17 HTTP/1.1",,"DELETE","0.005","500","DELETE /rest/books/17 HTTP/1.1"
"2021-04-28T22:35:46.975Z","3.208.148.212",,,"Go-http-client/1.1","1.55.250.226","GET /rest/books/17 HTTP/1.1",,"GET","0.001","200","GET /rest/books/17 HTTP/1.1"
"2021-04-28T22:35:28.975Z","3.208.148.212",,,"Go-http-client/1.1","1.55.250.226","GET /rest/books HTTP/1.1",,"GET","0.002","200","GET /rest/books HTTP/1.1"
"2021-04-28T22:35:39.975Z","3.208.148.212",,,"Go-http-client/1.1","1.55.250.226","GET /rest/books HTTP/1.1",,"GET","0.001","200","GET /rest/books HTTP/1.1"
"2021-04-28T22:36:10.975Z","3.208.148.212",,,"Go-http-client/1.1","1.55.250.226","GET /rest/books HTTP/1.1",,"GET","0.002","200","GET /rest/books HTTP/1.1"
"2021-04-28T22:35:39.975Z","3.208.148.212",,,"Go-http-client/1.1","1.55.250.226","GET /rest/books/17 HTTP/1.1",,"GET","0.002","200","GET /rest/books/17 HTTP/1.1"
"2021-04-28T22:35:48.975Z","3.208.148.212",,,"Go-http-client/1.1","1.55.250.226","DELETE /rest/books/17 HTTP/1.1",,"DELETE","0.005","500","DELETE /rest/books/17 HTTP/1.1"
"2021-04-28T22:35:48.975Z","3.208.148.212",,,"Go-http-client/1.1","1.55.250.226","DELETE /rest/books/17 HTTP/1.1",,"DELETE","0.005","500","DELETE /rest/books/17 HTTP/1.1"
"2021-04-28T22:36:20.975Z","3.208.148.212","application/json;charset=UTF-8",,"Go-http-client/1.1","1.55.250.226","POST /rest/books/ HTTP/1.1","{""name"":""b"",""author"":""agv"",""description"":""asd""}","POST","0.002","201","POST /rest/books/ HTTP/1.1"
"2021-04-28T22:36:34.975Z","3.208.148.212",,,"Go-http-client/1.1","1.55.250.226","GET /rest/books HTTP/1.1",,"GET","0.001","200","GET /rest/books HTTP/1.1"
"2021-04-28T22:36:39.975Z","3.208.148.212",,,"Go-http-client/1.1","1.55.250.226","GET /rest/books HTTP/1.1",,"GET","0.002","200","GET /rest/books HTTP/1.1"
